cricinfo,personLabel,dob,countryLabel
54227,Amrita Shinde,1975-07-09T00:00:00Z,India
11613,Arthur Chapman,1834-11-01T00:00:00Z,United Kingdom of Great Britain and Ireland
6305,Augustus Lochner,1827-10-01T00:00:00Z,Australia
14959,Beresford Horsley,1880-11-02T00:00:00Z,United Kingdom of Great Britain and Ireland
6774,Bob McLean,1914-02-01T00:00:00Z,Australia
13318,Daniel Fox,1983-03-03T00:00:00Z,United Kingdom
52490,Dave Mohammed,1979-10-08T00:00:00Z,
5369,David Gatenby,1952-02-12T00:00:00Z,Australia
5369,David Gatenby,1952-02-12T00:00:00Z,New Zealand
15110,David Hancock,1940-03-28T00:00:00Z,United Kingdom
49123,Gamini Goonesena,1931-02-16T00:00:00Z,Australia
55271,Gavin Briant,1969-04-11T00:00:00Z,Zimbabwe
12060,George Davidson,1866-06-29T00:00:00Z,United Kingdom of Great Britain and Ireland
13377,George Gill,1876-04-18T00:00:00Z,United Kingdom
13377,George Gill,1876-04-18T00:00:00Z,United Kingdom of Great Britain and Ireland
8987,Gordon Barker,1931-07-06T00:00:00Z,United Kingdom
7135,Graeme Porter,1955-03-18T00:00:00Z,Australia
8385,Harry Wright,1870-04-13T00:00:00Z,Australia
10885,James Crowdy,1847-07-02T00:00:00Z,United Kingdom of Great Britain and Ireland
11786,Jonathan Dakin,1973-02-28T00:00:00Z,United Kingdom
53455,Julia Price,1972-01-11T00:00:00Z,Australia
52442,Junior Murray,1968-01-20T00:00:00Z,Antigua and Barbuda
15416,Michael Ikin,1946-12-31T00:00:00Z,United Kingdom
14165,Reuben Herbert,1957-12-01T00:00:00Z,South Africa
56009,Monirul Islam,1980-08-25T00:00:00Z,Bangladesh
51479,Pedro Collins,1976-08-12T00:00:00Z,Barbados
12940,Robin Fisher,1970-11-24T00:00:00Z,United Kingdom
5372,Ron Gaunt,1934-02-26T00:00:00Z,Australia
14840,Samuel Hind,1850-12-14T00:00:00Z,United Kingdom of Great Britain and Ireland
54636,Shandre Fritz,1985-07-21T00:00:00Z,South Africa
16819,Thomas Lord,1794-12-27T00:00:00Z,Kingdom of Great Britain
16819,Thomas Lord,1794-12-27T00:00:00Z,United Kingdom of Great Britain and Ireland
55640,Waddington Mwayenga,1984-06-20T00:00:00Z,Zimbabwe
54877,Isobel Joyce,1983-07-25T00:00:00Z,Ireland
16076,John Knapp,1841-03-08T00:00:00Z,United Kingdom of Great Britain and Ireland
10389,Horace Bates,1793-08-19T00:00:00Z,Kingdom of Great Britain
10389,Horace Bates,1793-08-19T00:00:00Z,United Kingdom of Great Britain and Ireland
16663,Richard Lowe,1904-06-11T00:00:00Z,United Kingdom
16663,Richard Lowe,1904-06-11T00:00:00Z,United Kingdom of Great Britain and Ireland
14911,George Holloway,1884-04-26T00:00:00Z,United Kingdom
14911,George Holloway,1884-04-26T00:00:00Z,United Kingdom of Great Britain and Ireland
15504,Lindsey Jerman,1915-04-23T00:00:00Z,United Kingdom
15504,Lindsey Jerman,1915-04-23T00:00:00Z,United Kingdom of Great Britain and Ireland
12464,Jim Eaglestone,1923-07-24T00:00:00Z,United Kingdom
12464,Jim Eaglestone,1923-07-24T00:00:00Z,United Kingdom of Great Britain and Ireland
11647,Henry Clutterbuck,1809-11-22T00:00:00Z,United Kingdom of Great Britain and Ireland
14704,John Heath,1807-11-12T00:00:00Z,United Kingdom of Great Britain and Ireland
10055,George Brown,1821-06-16T00:00:00Z,United Kingdom of Great Britain and Ireland
10567,Arthur Button,1815-01-01T00:00:00Z,United Kingdom of Great Britain and Ireland
11833,Billy Davies,1936-07-03T00:00:00Z,United Kingdom
12173,Michael Dilley,1939-03-28T00:00:00Z,United Kingdom
13521,Jim Griffiths,1949-06-13T00:00:00Z,United Kingdom
6113,Nick Jewell,1977-08-27T00:00:00Z,Australia
15421,Alan Imlay,1885-02-14T00:00:00Z,United Kingdom
15421,Alan Imlay,1885-02-14T00:00:00Z,United Kingdom of Great Britain and Ireland
51929,John Groves,1914-07-21T00:00:00Z,Jamaica
7494,Trevor Rowlands,1904-05-07T00:00:00Z,Australia
4965,Keith Dollery,1924-12-09T00:00:00Z,Australia
49162,Lyndon Hannibal,1965-11-20T00:00:00Z,Sri Lanka
14470,William Hall,1878-04-07T00:00:00Z,United Kingdom
5517,Donald Green,1933-11-22T00:00:00Z,Australia
4981,Clarence Driscoll,1895-09-04T00:00:00Z,Australia
49609,Grashan Liyanage,1963-10-15T00:00:00Z,Sri Lanka
54716,Irene Schoof,1963-01-01T00:00:00Z,Kingdom of the Netherlands
4970,Jim Donnelly,1906-06-24T00:00:00Z,Australia
5428,Arthur Gregory,1861-07-07T00:00:00Z,Australia
6302,Ray Little,1914-10-07T00:00:00Z,Australia
6538,Arthur McBeath,1876-06-17T00:00:00Z,Australia
10084,Franklin Browne,1873-03-04T00:00:00Z,United Kingdom
10084,Franklin Browne,1873-03-04T00:00:00Z,United Kingdom of Great Britain and Ireland
11030,James Carroll,1843-03-18T00:00:00Z,United Kingdom of Great Britain and Ireland
14770,John Hibbard,1863-09-07T00:00:00Z,United Kingdom of Great Britain and Ireland
13625,Francis Gillespie,1889-03-26T00:00:00Z,United Kingdom of Great Britain and Ireland
10243,Robert Buxton,1883-04-29T00:00:00Z,United Kingdom
10234,John Butterworth,1905-08-17T00:00:00Z,United Kingdom
12966,Edward Lee French,1857-07-22T00:00:00Z,
1070225,Udayawansha Parakrama,1996-03-06T00:00:00Z,Sri Lanka
1137262,Azam Khan,1998-08-10T00:00:00Z,
12630,Reginald Edwards,1881-01-01T00:00:00Z,United Kingdom of Great Britain and Ireland
13020,Edward Lyon Fellowes,1845-04-23T00:00:00Z,United Kingdom of Great Britain and Ireland
13684,Francis Gore,1855-06-22T00:00:00Z,
15714,Donald Johnston,1894-12-02T00:00:00Z,
10743,John Andrew Claughton,1978-10-28T00:00:00Z,United Kingdom
12789,Paddy Evans,1981-08-25T00:00:00Z,
16466,Geoffrey Latham,1887-03-15T00:00:00Z,
5462,Hector Grant,1924-06-22T00:00:00Z,
5756,Gordon Harris,1897-12-11T00:00:00Z,Australia
8052,Linsley Thorpe,1923-02-15T00:00:00Z,
19512,James Redmayne,1979-07-16T00:00:00Z,
32580,Nilesh Patel,2003-05-24T00:00:00Z,India
17677,Philip Richard Llewelyn Morgan,1927-03-11T00:00:00Z,United Kingdom
21063,Richard Storer,1948-05-09T00:00:00Z,United Kingdom
21273,John Seton Karr,1813-05-08T00:00:00Z,
17217,Neil Martin,1969-10-19T00:00:00Z,United Kingdom
248940,Harry Hooper,1986-01-14T00:00:00Z,United Kingdom
4408,Desmond Bull,1935-08-13T00:00:00Z,
37068,Ernest Frankish,1876-07-04T00:00:00Z,New Zealand
38473,Brian Sergent,1926-11-27T00:00:00Z,New Zealand
38458,Jeff Schofer,1943-03-26T00:00:00Z,New Zealand
45330,Lennox Giddy,1869-05-02T00:00:00Z,
35798,Amitabh Vijayvargiya,1965-11-13T00:00:00Z,
48739,Sagara Dananjaya,1981-09-06T00:00:00Z,
27035,Joseph Beardsell,1907-01-01T00:00:00Z,
39244,Asif Mohammad,,
25287,John McDougall,1886-02-02T00:00:00Z,
25296,Ian McPherson,1942-10-14T00:00:00Z,
33963,Sanjeev Sharma,1965-08-25T00:00:00Z,India
4561,Trevor Chappell,1952-10-12T00:00:00Z,Australia
44696,Fanie de Villiers,1964-10-13T00:00:00Z,South Africa
20076,William Scotton,1856-01-15T00:00:00Z,United Kingdom of Great Britain and Ireland
19450,Walter Robins,1906-06-03T00:00:00Z,United Kingdom
19450,Walter Robins,1906-06-03T00:00:00Z,United Kingdom of Great Britain and Ireland
31025,Debashish Mohanty,1976-07-20T00:00:00Z,India
41316,Mushtaq Ahmed,1986-11-16T00:00:00Z,Pakistan
279545,Pradeep Sangwan,1990-11-05T00:00:00Z,India
44500,Herbert Hayton Castens,1864-11-23T00:00:00Z,South Africa
38973,Abdul Qadir,1955-09-15T00:00:00Z,Pakistan
22641,Alan Wadey,1950-09-12T00:00:00Z,United Kingdom
226657,Asha Rawat,1982-02-16T00:00:00Z,India
22533,Ashley Wright,1980-10-21T00:00:00Z,United Kingdom
212172,Awal Khan,1974-02-01T00:00:00Z,Pakistan
23833,Brian Christen,1926-11-27T00:00:00Z,Canada
299825,Charles Legget,1988-01-21T00:00:00Z,United Kingdom
4273,Craig Bradley,1963-10-23T00:00:00Z,Australia
252876,Q5210326,1981-09-14T00:00:00Z,United States
381844,David Parsons,1967-12-26T00:00:00Z,United Kingdom
20559,David Smith,1940-06-29T00:00:00Z,United Kingdom
422592,Fabian Cowdrey,1993-01-30T00:00:00Z,United Kingdom
36179,Geoff Allott,1971-12-24T00:00:00Z,New Zealand
22775,George Watson,1907-04-10T00:00:00Z,United Kingdom
22775,George Watson,1907-04-10T00:00:00Z,United Kingdom of Great Britain and Ireland
38711,Graham Vivian,1946-02-28T00:00:00Z,New Zealand
22943,Herbert Whitfeld,1858-11-15T00:00:00Z,United Kingdom of Great Britain and Ireland
22304,Hugh Wilson,1958-08-17T00:00:00Z,United Kingdom
40931,Jalat Khan,1986-02-03T00:00:00Z,Pakistan
37083,James Fulton,1830-06-27T00:00:00Z,New Zealand
22917,Malcolm White,1924-05-15T00:00:00Z,United Kingdom
22917,Malcolm White,1924-05-15T00:00:00Z,United Kingdom of Great Britain and Ireland
20532,Mark Simmons,1955-05-02T00:00:00Z,United Kingdom
4637,Nicholas Courtney,1967-07-18T00:00:00Z,Australia
31494,RD Mathur,,India
20353,Richard Stemp,1967-12-11T00:00:00Z,United Kingdom
37602,Rod Latham,1961-06-12T00:00:00Z,New Zealand
20616,Roy Scoggins,1908-03-13T00:00:00Z,United Kingdom
20616,Roy Scoggins,1908-03-13T00:00:00Z,United Kingdom of Great Britain and Ireland
22345,Simon Weale,1967-09-16T00:00:00Z,United Kingdom
22333,Steve Watkin,1964-09-15T00:00:00Z,United Kingdom
23273,Stuart Wilkinson,1942-10-18T00:00:00Z,United Kingdom
425639,Tendai Chatara,1991-02-28T00:00:00Z,Zimbabwe
4595,Thomas Cobcroft,1867-02-12T00:00:00Z,Australia
4595,Thomas Cobcroft,1867-02-12T00:00:00Z,New Zealand
43536,Usman Malik,1988-07-20T00:00:00Z,Pakistan
21269,William Selby,,United Kingdom of Great Britain and Ireland
45414,Q10997286,1916-08-27T00:00:00Z,South Africa
21880,Francis Tomkinson,1883-10-21T00:00:00Z,United Kingdom
21880,Francis Tomkinson,1883-10-21T00:00:00Z,United Kingdom of Great Britain and Ireland
20977,Ernest Staddon,1882-12-02T00:00:00Z,United Kingdom
20977,Ernest Staddon,1882-12-02T00:00:00Z,United Kingdom of Great Britain and Ireland
31954,M. V. Nagendra,1933-03-22T00:00:00Z,India
31954,M. V. Nagendra,1933-03-22T00:00:00Z,British Raj
31954,M. V. Nagendra,1933-03-22T00:00:00Z,Dominion of India
36631,Dave Crowe,1933-10-18T00:00:00Z,New Zealand
33470,S. K. Raghunatha Rao,1922-11-10T00:00:00Z,India
33470,S. K. Raghunatha Rao,1922-11-10T00:00:00Z,British Raj
33470,S. K. Raghunatha Rao,1922-11-10T00:00:00Z,Dominion of India
44060,Danzel Becker,1948-01-21T00:00:00Z,South Africa
38381,Mansfield Rangi,1936-01-01T00:00:00Z,New Zealand
444970,James Peirson,1992-10-13T00:00:00Z,Australia
39977,Bilal Hussain,1984-02-22T00:00:00Z,Pakistan
30295,Madhur Khatri,1987-06-25T00:00:00Z,India
43872,Zohaib Khan,1984-03-20T00:00:00Z,Pakistan
4608,Artie Combes,1913-05-19T00:00:00Z,Australia
4608,Artie Combes,1913-05-19T00:00:00Z,New Zealand
41381,Mohammad Aamer,1965-03-09T00:00:00Z,
4128,Richard Bennett,1965-06-05T00:00:00Z,Australia
30004,Obaid Kamal,1972-09-04T00:00:00Z,India
36060,Shivaji Yadav,1976-09-06T00:00:00Z,India
23587,Carlos Gibson,1981-08-03T00:00:00Z,Argentina
26252,Anirudh Singh,1980-08-02T00:00:00Z,India
36536,John Bruges,1889-05-18T00:00:00Z,New Zealand
36979,Leonard Elliott,1900-08-08T00:00:00Z,New Zealand
46373,John Morris,1940-07-01T00:00:00Z,South Africa
4139,Leslie Best,1893-11-20T00:00:00Z,Australia
4115,Reg Beatty,1913-12-24T00:00:00Z,Australia
4568,Hugh Chilvers,1902-10-26T00:00:00Z,Australia
21134,Henry Sutherland,1844-12-04T00:00:00Z,United Kingdom
4004,Clint Auty,1969-10-29T00:00:00Z,Australia
4004,Clint Auty,1969-10-29T00:00:00Z,New Zealand
41378,Misbah-ul-Haq,1974-05-28T00:00:00Z,Pakistan
22462,Bob Willis,1949-05-30T00:00:00Z,United Kingdom
48465,Lanka de Silva,1975-07-29T00:00:00Z,Sri Lanka
22322,Cyril Washbrook,1914-12-06T00:00:00Z,United Kingdom
22322,Cyril Washbrook,1914-12-06T00:00:00Z,United Kingdom of Great Britain and Ireland
24750,Morris Ouma,1982-11-08T00:00:00Z,Kenya
48122,Russel Arnold,1973-10-25T00:00:00Z,Sri Lanka
4498,Aiden Blizzard,1984-06-27T00:00:00Z,Australia
4498,Aiden Blizzard,1984-06-27T00:00:00Z,New Zealand
23932,Atif Butt,1969-11-28T00:00:00Z,Kingdom of Denmark
27172,Audrish Banerjee,1973-07-26T00:00:00Z,India
45075,Charlie Frank,1891-01-27T00:00:00Z,South Africa
19908,Clive Ricks,1956-02-29T00:00:00Z,United Kingdom
4137,Darren Berry,1969-12-10T00:00:00Z,Australia
20274,David Smit,1976-07-23T00:00:00Z,United Kingdom
21091,David Stripp,1935-04-04T00:00:00Z,United Kingdom
37222,Dayle Hadlee,1948-01-06T00:00:00Z,New Zealand
47717,Derek Varnals,1935-07-24T00:00:00Z,South Africa
23103,Derek Wing,1943-02-11T00:00:00Z,United Kingdom
22269,Donald Walker,1912-08-15T00:00:00Z,United Kingdom
22269,Donald Walker,1912-08-15T00:00:00Z,United Kingdom of Great Britain and Ireland
21989,"Edward Turnour, 5th Earl Winterton",1837-01-01T00:00:00Z,United Kingdom of Great Britain and Ireland
22470,Elliott Wilson,1976-11-03T00:00:00Z,United Kingdom
24799,Gavin Murgatroyd,1969-10-19T00:00:00Z,Namibia
19898,George Reed,1906-08-08T00:00:00Z,United Kingdom of Great Britain and Ireland
40369,Haafiz Shahid,1963-05-10T00:00:00Z,Pakistan
40865,Irfan Ashraf,1982-01-01T00:00:00Z,Pakistan
301648,Jordan Clark,1990-10-14T00:00:00Z,United Kingdom
41261,Mansoor Rana,1962-12-27T00:00:00Z,Pakistan
20040,Martin Saggers,1972-05-23T00:00:00Z,United Kingdom
21000,Michael Staziker,1947-11-07T00:00:00Z,United Kingdom
22386,Ossie Wheatley,1935-05-28T00:00:00Z,United Kingdom
4590,Peter Clifford,1959-11-04T00:00:00Z,Australia
21760,Peter Tennant,1942-04-17T00:00:00Z,United Kingdom
23521,Norman Yardley,1915-03-19T00:00:00Z,United Kingdom
44138,Rudi Bryson,1968-07-25T00:00:00Z,South Africa
45830,Rudi Koertzen,1949-03-26T00:00:00Z,South Africa
23153,Russell Wood,1929-12-12T00:00:00Z,United Kingdom
348133,Steven Taylor,1993-11-09T00:00:00Z,United States
26314,Sudhir Asnani,1960-12-07T00:00:00Z,India
24723,Tony Suji,1976-02-05T00:00:00Z,Kenya
49213,Vinothen John,1960-05-27T00:00:00Z,Sri Lanka
35451,Vijay Telang,1952-03-13T00:00:00Z,India
22344,Hubert Waugh,1898-12-24T00:00:00Z,United Kingdom
22344,Hubert Waugh,1898-12-24T00:00:00Z,United Kingdom of Great Britain and Ireland
20304,Helm Spencer,1891-12-31T00:00:00Z,United Kingdom
20304,Helm Spencer,1891-12-31T00:00:00Z,United Kingdom of Great Britain and Ireland
4345,Harry Bennett,1859-06-22T00:00:00Z,Australia
33495,V. Rajagopal,1927-07-01T00:00:00Z,India
33495,V. Rajagopal,1927-07-01T00:00:00Z,British Raj
33495,V. Rajagopal,1927-07-01T00:00:00Z,Dominion of India
33656,R. S. Rathore,1938-09-21T00:00:00Z,India
33656,R. S. Rathore,1938-09-21T00:00:00Z,British Raj
33656,R. S. Rathore,1938-09-21T00:00:00Z,Dominion of India
44652,J. C. Collings,,South Africa
305576,Amy Kenealy,1988-04-06T00:00:00Z,Ireland
29681,Jasbir Singh,1950-03-14T00:00:00Z,India
23169,Alfred Woodroffe,1918-09-01T00:00:00Z,United Kingdom
23169,Alfred Woodroffe,1918-09-01T00:00:00Z,United Kingdom of Great Britain and Ireland
41553,Mohammad Adnan,1984-04-15T00:00:00Z,
34986,Niranjan Shah,1944-06-04T00:00:00Z,India
33030,Rajiv Kumar,1976-12-02T00:00:00Z,India
4908,Gerald Davies,1949-01-29T00:00:00Z,Australia
31078,Debu Majumdar,1976-11-02T00:00:00Z,India
27447,Ramesh Bhatia,1940-07-04T00:00:00Z,India
28587,Dilip Dutta,1949-09-29T00:00:00Z,India
38102,Geoffrey Osborne,1956-02-24T00:00:00Z,New Zealand
36753,Edward Cotterill,1856-06-27T00:00:00Z,New Zealand
36753,Edward Cotterill,1856-06-27T00:00:00Z,Colony of New Zealand
37796,Cameron Maingay,1937-10-27T00:00:00Z,New Zealand
38326,Aubrey Ritchie,1925-03-09T00:00:00Z,New Zealand
46188,Brett Matthews,1962-07-05T00:00:00Z,South Africa
36899,William Dixon,1856-07-21T00:00:00Z,New Zealand
37804,John Mallard,1860-12-18T00:00:00Z,New Zealand
38281,Charles Rattray,1863-07-09T00:00:00Z,New Zealand
38852,Frank Williams,1876-01-01T00:00:00Z,New Zealand
38450,R. Sands,,New Zealand
38564,Raymond Stewart,1944-11-15T00:00:00Z,New Zealand
36530,William Brown,1917-12-22T00:00:00Z,New Zealand
444142,Ruman Ahmed,1991-10-05T00:00:00Z,Bangladesh
41009,Junaid Alvi,1965-12-25T00:00:00Z,
33979,Azhar Sheikh,1985-03-11T00:00:00Z,India
31669,Mubarak Ali,,
34044,Devendra Pal Singh,1975-08-07T00:00:00Z,India
4811,Dave Chardon,1951-12-08T00:00:00Z,Australia
4349,Mervyn Bessen,1913-08-29T00:00:00Z,Australia
20787,Challen Skeet,1895-08-17T00:00:00Z,United Kingdom
20787,Challen Skeet,1895-08-17T00:00:00Z,United Kingdom of Great Britain and Ireland
223473,Ravindra Palleguruge,1985-04-06T00:00:00Z,Sri Lanka
23601,Miguel Rowe,1975-01-01T00:00:00Z,Argentina
31172,Yashpal Mohanty,1978-11-06T00:00:00Z,India
22972,Ernest Wigram,1862-11-20T00:00:00Z,
48266,Niroshana Amarasinghe,1982-09-26T00:00:00Z,Sri Lanka
33290,John Ridley,1879-01-01T00:00:00Z,United Kingdom of Great Britain and Ireland
21013,Frederick Stephens,1836-02-04T00:00:00Z,
20632,Peter Scott,1912-02-01T00:00:00Z,
22697,Edmund Waller,1838-12-07T00:00:00Z,
25367,George Strachan,1932-08-29T00:00:00Z,United Kingdom
21869,Edward Titley,1911-08-07T00:00:00Z,
4284,Phillip Bawden,1953-09-02T00:00:00Z,
20217,Gladstone Small,1961-10-18T00:00:00Z,United Kingdom
29976,Joginder Sharma,1983-10-23T00:00:00Z,India
31760,Bapu Nadkarni,1933-04-04T00:00:00Z,India
31760,Bapu Nadkarni,1933-04-04T00:00:00Z,British Raj
31760,Bapu Nadkarni,1933-04-04T00:00:00Z,Dominion of India
32224,Iftikhar Ali Khan Pataudi,1910-03-16T00:00:00Z,India
32224,Iftikhar Ali Khan Pataudi,1910-03-16T00:00:00Z,British Raj
32224,Iftikhar Ali Khan Pataudi,1910-03-16T00:00:00Z,Dominion of India
15385,Ray Illingworth,1932-06-08T00:00:00Z,United Kingdom
18397,Lionel Palairet,1870-05-27T00:00:00Z,United Kingdom
18397,Lionel Palairet,1870-05-27T00:00:00Z,United Kingdom of Great Britain and Ireland
34741,Probir Sen,1926-05-31T00:00:00Z,India
34741,Probir Sen,1926-05-31T00:00:00Z,British Raj
34741,Probir Sen,1926-05-31T00:00:00Z,Dominion of India
15877,Aamer Khan,1969-11-05T00:00:00Z,Pakistan
24699,Aasif Karim,1963-12-15T00:00:00Z,Kenya
20112,Alfred Seymour,1843-02-16T00:00:00Z,United Kingdom of Great Britain and Ireland
26387,Anand Tummala,1978-10-21T00:00:00Z,India
276684,Annelie Minny,1986-11-15T00:00:00Z,South Africa
17357,Anthony Marshall,1932-09-10T00:00:00Z,United Kingdom
26206,Balachandra Akhil,1985-03-26T00:00:00Z,India
28764,C. Ganapathy,1981-06-10T00:00:00Z,India
23256,Charles Wynch,1833-07-24T00:00:00Z,United Kingdom of Great Britain and Ireland
23730,Clevie Wade,1960-04-29T00:00:00Z,United Kingdom
15983,Cuthbert Kempe,1856-02-10T00:00:00Z,United Kingdom
15983,Cuthbert Kempe,1856-02-10T00:00:00Z,United Kingdom of Great Britain and Ireland
19454,David Rock,1957-04-20T00:00:00Z,United Kingdom
15697,Edward Jobson,1855-03-20T00:00:00Z,United Kingdom of Great Britain and Ireland
17803,Gareth Mumford,1982-06-18T00:00:00Z,United Kingdom
333021,Q5527654,1965-05-12T00:00:00Z,United States
15793,George Randall Johnson,1833-11-07T00:00:00Z,United Kingdom of Great Britain and Ireland
32168,Gyanendra Pandey,1972-08-12T00:00:00Z,India
17572,Harry Miller,1907-02-22T00:00:00Z,United Kingdom
17572,Harry Miller,1907-02-22T00:00:00Z,United Kingdom of Great Britain and Ireland
21846,Henry Tilly,1932-05-25T00:00:00Z,United Kingdom
15287,J. Hopper,1790-01-01T00:00:00Z,United Kingdom
20819,Jack Smart,1891-04-12T00:00:00Z,United Kingdom
20819,Jack Smart,1891-04-12T00:00:00Z,United Kingdom of Great Britain and Ireland
33414,Janardhanan Ramdas,1970-06-02T00:00:00Z,India
16888,John Manners,1914-09-25T00:00:00Z,United Kingdom
14963,Joseph Horton,1915-08-12T00:00:00Z,United Kingdom
14963,Joseph Horton,1915-08-12T00:00:00Z,United Kingdom of Great Britain and Ireland
22013,Keith Teasdale,1954-03-26T00:00:00Z,United Kingdom
15142,Kenneth Holding,1915-06-25T00:00:00Z,United Kingdom
15142,Kenneth Holding,1915-06-25T00:00:00Z,United Kingdom of Great Britain and Ireland
14562,Kenrick Harris,1885-11-15T00:00:00Z,United Kingdom of Great Britain and Ireland
21123,Leonard Summers,1904-06-25T00:00:00Z,United Kingdom
21123,Leonard Summers,1904-06-25T00:00:00Z,United Kingdom of Great Britain and Ireland
27749,Leslie Crockwell,1887-01-01T00:00:00Z,United Kingdom
27749,Leslie Crockwell,1887-01-01T00:00:00Z,United Kingdom of Great Britain and Ireland
31289,Narendra Menon,1946-01-07T00:00:00Z,India
31289,Narendra Menon,1946-01-07T00:00:00Z,British Raj
31289,Narendra Menon,1946-01-07T00:00:00Z,Dominion of India
16480,Mark Lawson,1985-10-24T00:00:00Z,United Kingdom
18657,Mark Pettini,1983-08-07T00:00:00Z,United Kingdom
22011,Martin Taylor,1957-04-10T00:00:00Z,United Kingdom
31816,Nazir Ali,1906-06-08T00:00:00Z,India
31816,Nazir Ali,1906-06-08T00:00:00Z,British Raj
31816,Nazir Ali,1906-06-08T00:00:00Z,Dominion of India
19293,Nick Prowting,1985-10-26T00:00:00Z,United Kingdom
20301,Orlando Spencer-Smith,1843-12-17T00:00:00Z,United Kingdom of Great Britain and Ireland
14611,Peter Harvey,1926-01-06T00:00:00Z,United Kingdom
14611,Peter Harvey,1926-01-06T00:00:00Z,United Kingdom of Great Britain and Ireland
14033,Richard Harden,1965-08-16T00:00:00Z,New Zealand
16335,Richard Logan,1980-01-28T00:00:00Z,United Kingdom
36697,Robert Cleave,1911-03-10T00:00:00Z,New Zealand
15699,Robin Johns,1946-06-30T00:00:00Z,United Kingdom
15555,Simon Jones,1978-12-25T00:00:00Z,United Kingdom
17614,Frank Herbert Mitchell,1878-06-13T00:00:00Z,United Kingdom
17614,Frank Herbert Mitchell,1878-06-13T00:00:00Z,United Kingdom of Great Britain and Ireland
30740,Sourashish Lahiri,1981-09-09T00:00:00Z,India
20527,Steven Sharp,1962-09-22T00:00:00Z,United Kingdom
18490,Toby Peirce,1973-06-14T00:00:00Z,United Kingdom
218562,Tom Maynard,1989-03-25T00:00:00Z,United Kingdom
14209,Vernon Hill,1871-01-30T00:00:00Z,United Kingdom of Great Britain and Ireland
20904,William Smith-Masters,1850-03-13T00:00:00Z,United Kingdom
20904,William Smith-Masters,1850-03-13T00:00:00Z,United Kingdom of Great Britain and Ireland
15625,John Jackson,1833-05-21T00:00:00Z,United Kingdom of Great Britain and Ireland
14991,John Howarth,1945-03-26T00:00:00Z,United Kingdom
